Route_name,Route_link,Bus_name,Bus_type,Departing_time,Total_duration,Reaching_time,Star_Rating,Price,Seats_Available,State
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Assam State Transport Corporation (ASTC) - 154054,A/C Seater (2+1),08:25,05h 05m,13:30,"3.7
13",285.0,23 Seats available,ASSAM
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Assam State Transport Corporation (ASTC) - 166134,Bharat Benz A/C Seater (2+2),09:00,06h 30m,15:30,"3.4
36",281.0,26 Seats available,ASSAM
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Aniruddha Travels,AC Seater (2+2),06:00,05h 10m,11:10,"4.2
8",570.0,26 Seats available,ASSAM
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Chartered Bus - ASTC,A/C Seater Push Back (2+2),06:45,04h 15m,11:00,"4.4
48",604.69,19 Seats available,ASSAM
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,MADHURIKA TRAVELS,A/C Seater (2+1),07:15,05h 15m,12:30,"4.1
22",650.0,12 Seats available,ASSAM
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Christina Travels,NON A/C Seater (2+2),08:20,05h 30m,13:50,3.1,350.0,35 Seats available,ASSAM
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),17:00,06h 00m,23:00,"4.2
9",450.0,41 Seats available,ASSAM
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Pooja Travels,NON A/C Seater (2+1),17:30,05h 00m,22:30,3.3,550.0,24 Seats available,ASSAM
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,05h 30m,00:30,"4.8
22",500.0,35 Seats available,ASSAM
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Atlanta Travels,Volvo A/C Seater (2+2),06:40,04h 20m,11:00,New,540.0,38 Seats available,ASSAM
Tinsukia to Jorhat,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Purple Wings Coaches,A/C Seater / Sleeper (2+1),18:45,05h 35m,00:20,"2.6
13",602.0,35 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Assam State Transport Corporation (ASTC) - 155999,Bharat Benz A/C Seater (2+2),07:15,04h 35m,11:50,"4.6
41",412.0,7 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Assam State Transport Corporation (ASTC) - 177332,Bharat Benz A/C Seater (2+2),08:30,05h 00m,13:30,4.0,412.0,13 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,BARBIE TRAVELS,A/C Seater Push Back (2+2),05:30,05h 20m,10:50,3.0,450.0,40 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Aziba Travels,NON A/C Seater (2+1),05:45,06h 05m,11:50,"4.6
26",396.0,21 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Laxmi Travels,A/C Seater (2+1),06:15,05h 55m,12:10,3.6,425.0,33 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Chartered Bus - ASTC,A/C Seater Push Back (2+2),07:00,05h 00m,12:00,"4.7
92",561.58,14 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Yatra Travels,NON A/C Seater (2+1),07:00,05h 40m,12:40,"4.0
92",550.0,12 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),07:45,07h 15m,15:00,"3.6
27",450.0,24 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),08:30,05h 45m,14:15,"3.3
14",450.0,27 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),09:30,05h 30m,15:00,"3.4
37",400.0,30 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,06h 30m,16:30,"4.2
169",467.0,30 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Orient Transline,A/C Seater (2+1),11:30,05h 40m,17:10,"4.4
153",476.19,17 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Orient Transline,A/C Seater (2+1),12:15,05h 45m,18:00,"4.3
13",476.19,19 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Orient Transline,A/C Seater (2+1),13:00,06h 10m,19:10,"4.1
69",476.19,30 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,05h 05m,19:20,"4.5
102",477.0,44 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Mahalaxmi Travels,A/C Seater (2+2),14:35,05h 25m,20:00,"3.9
18",410.0,40 Seats available,ASSAM
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Yatra Travels,NON A/C Seater (2+1),18:00,07h 30m,01:30,"3.3
44",550.0,32 Seats available,ASSAM
Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh,Assam State Transport Corporation (ASTC) - 166131,Bharat Benz A/C Seater (2+2),06:15,05h 25m,11:40,"3.7
18",253.0,15 Seats available,ASSAM
Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh,Assam State Transport Corporation (ASTC) - 154034,A/C Seater (2+1),08:30,05h 30m,14:00,"2.9
5",251.0,20 Seats available,ASSAM
Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh,Purple Wings Coaches,A/C Seater / Sleeper (2+1),01:00,03h 30m,04:30,3.9,630.0,37 Seats available,ASSAM
Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh,Bashudev Transline (Under ASTC),A/C Seater (2+1),13:50,04h 10m,18:00,"4.9
8",550.0,23 Seats available,ASSAM
Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh,Christina Travels,NON A/C Seater (2+2),06:50,05h 25m,12:15,1.9,350.0,37 Seats available,ASSAM
Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh,Aroti Travels (Under ASTC),Non AC Seater (2+2),11:30,04h 50m,16:20,"2.2
8",297.0,37 Seats available,ASSAM
Dergaon to Dibrugarh,https://www.redbus.in/bus-tickets/dergaon-to-dibrugarh,Atlanta Travels,Volvo A/C Seater (2+2),12:00,04h 15m,16:15,New,540.0,43 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Assam State Transport Corporation (ASTC) - 155999,Bharat Benz A/C Seater (2+2),10:50,04h 10m,15:00,"4.8
30",334.0,26 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Assam State Transport Corporation (ASTC) - 177332,Bharat Benz A/C Seater (2+2),12:45,04h 15m,17:00,4.1,334.0,13 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,BARBIE TRAVELS,A/C Seater Push Back (2+2),10:00,29h 35m,15:35,3.0,400.0,40 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Aziba Travels,NON A/C Seater (2+1),10:40,04h 20m,15:00,"3.1
11",396.0,25 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),13:10,05h 20m,18:30,"4.2
14",450.0,24 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Mayur Travels (Under ASTC),Non AC Seater (2+2),05:45,05h 45m,11:30,"2.8
4",350.0,43 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Sparrow Travels (Under ASTC),Non AC Seater (2+2),06:30,05h 30m,12:00,"2.5
7",350.0,40 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Ruma Travels (Under ASTC),Non AC Seater (2+2),09:00,05h 40m,14:40,"1.0
2",350.0,41 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tuk Tuk(Dhon Dhon),NON A/C Seater (2+2),10:50,05h 45m,16:35,New,233.0,41 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Mahadev K.P.,Tata A/C Seater (2+2),11:00,07h 15m,18:15,1.8,460.0,41 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Mahadev K.P.,Tata A/C Seater (2+2),11:30,07h 00m,18:30,1.8,460.0,41 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tuk Tuk(Dhon Dhon),NON A/C Seater (2+2),11:40,04h 35m,16:15,New,271.0,41 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tuk Tuk(Dhon Dhon),NON A/C Seater (2+2),12:50,06h 10m,19:00,New,271.0,41 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tuk Tuk(Dhon Dhon),NON A/C Seater (2+2),13:10,06h 15m,19:25,New,271.0,41 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tuk Tuk(Dhon Dhon),NON A/C Seater (2+2),14:00,04h 00m,18:00,New,271.0,41 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,DESTINY TRAVELS,NON A/C Seater (2+1),23:00,05h 15m,04:15,"1.4
4",465.0,29 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,DESTINY TRAVELS,NON A/C Seater (2+1),23:45,04h 30m,04:15,1.4,451.0,32 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:00,04h 00m,15:00,"3.9
29",550.23,15 Seats available,ASSAM
Tezpur to North Lakhimpur,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Laxmi Travels,A/C Seater (2+1),11:15,05h 45m,17:00,4.1,625.0,32 Seats available,ASSAM
